STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
1993|PHANDARPUR, GANGAPUR,AURANGABAD|MAHARASHTRA|-|-|7.3|7.3|1745|1745|3.4|3.4|3.75|3.75|-|-|-|-|1238|1238|1.1|1.1|-|-
1997|RAIPUR,HINGNA NAGPUR|MAHARASHTRA|16|16|8|8|826|826|3.6|3.6|0.3|0.3|20|20|220|220|668|668|0.2|0.2|-|-
2008|RASULWADI-SAMBARWADI,MIRAJSANGLI|MAHARASHTRA|23|23|6.2|6.2|4448|4448|1.8|1.8|13.59|13.59|6|6|24|24|3036|3036|0.2|0.2|-|-
2007|SAVALI, MIRAJ, SANGLI|MAHARASHTRA|23|23|7.1|7.1|4363|4363|1.8|1.8|13.59|13.59|6|6|17|17|3872|3872|0.2|0.2|-|-
2003|SAWARGAON, YAVATMAL|MAHARASHTRA|33|33|8|8.3|634|756|4|4.4|0.44|1.2|2|21|2|170|589|616|0.3|0.3|-|-
1994|TPS-DURGAPUR, CHANDRAPUR|MAHARASHTRA|32|32|7.7|8.6|635|740|4.5|4.5|1.2|1.2|2|14|2|170|528|603|0.4|0.4|-|-
1921|GROUND WATER NEAR HEIROK|MANIPUR|24|24|6.8|6.8|742|742|-|-|-|-|-|-|-|-|405|405|-|-|-|-
2885|HAND PUMP AT SAITON|MANIPUR|25|25|6.8|6.8|121|121|-|-|-|-|-|-|-|-|120|120|-|-|-|-
2881|HAND PUMP AT TAKHEL|MANIPUR|24|24|6.9|6.9|609|609|-|-|-|-|-|-|-|-|291|291|-|-|-|-
1920|KAKCHING|MANIPUR|23|23|6.4|6.4|705|705|-|-|-|-|-|-|-|-|406|406|-|-|-|-
1922|LAMKA|MANIPUR|25|25|6.9|6.9|493|493|-|-|-|-|-|-|-|-|250|250|-|-|-|-
1923|MOREH|MANIPUR|26|26|6.8|6.8|672|672|-|-|-|-|-|-|-|-|374|374|-|-|-|-
1924|PALLEL|MANIPUR|27|27|7.2|7.2|582|582|-|-|-|-|-|-|-|-|345|345|-|-|-|-
4323|BOREWELL AT GOOD SHAPHARDPARISH IN LADRYMBAI|MEGHALAYA|17|17.1|6.7|6.8|186|202|1.3|1.6|0.5|0.63|2|2|2|2|128|139|0.2|0.2|0.001|0.001
4324|BOREWELL AT KHLIEHWAH SHASEM - A IN KHLIEHRIAT|MEGHALAYA|17.1|18|5|5.5|105|157|1.4|1.7|0.3|0.35|2|2|2|2|72|108|0.2|0.2|0.001|0.001
4325|BOREWELL AT KHLIEHWAHSHASEM - B IN KHLIEHRIAT|MEGHALAYA|17|17.4|5.6|5.9|85|90|1|1.1|0.5|0.6|2|2|2|2|59|62|0.2|0.2|0.001|0.001
4904|DEEP TUBE WELL AT DONGKAMON NONGMENSONG,SHILLONG|MEGHALAYA|19|22|6.5|7.1|87|97|1.4|1.5|8.8|9.2|2|2|17|21|60|77|0.2|0.2|0.001|0.001
4906|DEEP TUBE WELL AT LABAN LAST STOP, SHILLONG|MEGHALAYA|21|22|5.4|5.9|59|63|1.2|1.6|0.3|0.3|2|2|2|9|41|43|0.2|0.2|0.001|0.001
4905|DUG WELL AT FOREST COLONY,POLO, SHILLONG|MEGHALAYA|21|22|6.5|6.7|138|155|1.5|1.8|4.3|4.6|2|22|84|140|95|108|0.2|0.2|0.001|0.001
1636|INDUSTRIAL ESTATE, BYRNIHAT(NARBONG WELL - SPRING)|MEGHALAYA|15|19|6.5|6.6|155|162|1.8|2|0.58|0.6|2|2|12|1100|108|114|0.2|0.2|0.001|0.001
3386|JAKREM HOT SPRING AT JAKREM|MEGHALAYA|43|44|9.1|9.3|305|322|1|1.6|0.7|0.77|2|2|2|2|210|219|0.2|0.2|0.001|0.001
1635|MAWLAI, SHILLONG(MAWPDANG SPRING)|MEGHALAYA|21|23|5.5|6.5|259|285|1.5|1.7|10.5|11.2|2|2|2|2|179|197|0.2|0.2|-|-
3385|MAWTHADRISHAN WELL AT MARKASA|MEGHALAYA|17|20.1|6.5|6.8|51|55|1.3|1.5|0.3|0.3|2|2|4|11|35|37|0.2|0.2|0.001|0.001
1634|POLICE BAZAR, SHILLONG (POLICE BAZAAR SPRING)|MEGHALAYA|21|22|5.7|6.6|235|249|1.2|1.5|6|7.1|2|4|21|49|162|172|0.2|0.2|0.001|0.001
1638|SHANGPUNG (UMSAHEPSPRING)|MEGHALAYA|14|18|5.5|5.7|118|164|1|1.4|6.1|6.4|2|2|2|2|81|113|0.2|0.2|0.001|0.001
1637|SOHRA, CHERRAPUNJEE (WAH UDKHAR - SPRING)|MEGHALAYA|15|20|5.4|5.7|105|115|1.1|1.7|3.5|4.9|2|2|2|2|72|79|0.2|0.2|0.001|0.001
3758|BETHEL VENG HAND PUMP, CHAMPHAI|MIZORAM|23|24|6.5|6.9|316|557|1|1|-|-|-|-|-|-|-|-|-|-|-|-
3732|CHALTLANG HAND PUMP, NEARREMI TYRE WORKS|MIZORAM|23|25|5.8|6|426|438|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3742|CHANMARI HAND PUMP,LAWNGTLAI|MIZORAM|23|23|6.1|6.9|141|194|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3745|CHHOCHHOPA TUIKHUR, SAIHA|MIZORAM|19|20|6.2|7.2|203|249|-|-|-|-|-|-|-|-|-|-|-|-|-|-
4124|ELECTRIC VENG TUIKHUR,LUNGKEI (SPRING)|MIZORAM|18|25|6.7|6.8|247|447|1|1|-|-|2|2|2|2|-|-|-|-|-|-
4128|HAND PUMP, NEW SAIHA BAZAR|MIZORAM|21|21|7.2|7.2|152|152|1.7|1.7|-|-|-|-|-|-|-|-|-|-|-|-
3753|HMAR VENG TUIKHUR, KOLASIB|MIZORAM|25|26|7.2|7.8|535|610|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3741|KHURPUI TUIKHUR, LAWNGTLAI|MIZORAM|17|18|6.7|7.9|239|301|-|-|-|-|-|-|-|-|-|-|-|-|-|-
4127|KHURPUI TUIKHUR, NEWCOLONY, SAIHA (SPRING)|MIZORAM|19|22|5.7|6.3|217|357|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3728|KHURPUI TUIKHUR, S HLIMEN|MIZORAM|25|25|6.4|6.6|233|260|1.2|1.2|-|-|-|-|-|-|-|-|-|-|-|-
3725|LUNGLI TUIKHUR, REPUBLICVENG|MIZORAM|18|23|6.1|7.1|276|394|1|1.3|-|-|-|-|-|-|-|-|-|-|-|-
2055|MISSION VENGTHLANG(SOUTHERN PART)|MIZORAM|18|26|6.1|7.1|327|601|1|1|-|-|-|-|-|-|-|-|-|-|-|-
4133|NGHARPET VENG TUIKHUR,LUNGSIR, MAMIT (SPRING)|MIZORAM|19|28|6.5|7.2|128|266|1|1.3|-|-|-|-|-|-|-|-|-|-|-|-
4126|PAWHHAWN TUIKHUR, NR GM HSS, VENGSANG, CHAMPHAI(SPRING)|MIZORAM|11|19|5.9|7.8|165|297|1|1|-|-|-|-|-|-|-|-|-|-|-|-
3748|PROJECT VENG HANDPUMP,SERCHHIP|MIZORAM|20|23|5.5|7.1|84|124|-|-|-|-|-|-|-|-|-|-|-|-|-|-
2054|RAMHLUM (NORTHERN PART)|MIZORAM|19|25|6.2|6.9|401|536|1|1.5|-|-|-|-|-|-|-|-|-|-|-|-
3726|RAMHLUN S TUIKHUR, NEARCOMMUNITY HALL|MIZORAM|19|26|6.2|6.8|422|527|1.1|1.7|-|-|-|-|-|-|-|-|-|-|-|-
3733|S HLIMEN HAND PUMP|MIZORAM|23|25|6.5|7.1|227|282|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3738|SAP TUIKHUR, SERKAWNNEARBY|MIZORAM|17|18|6.7|7.3|69|124|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3730|SELESIH HAND PUMP|MIZORAM|23|25|6.4|7.4|81|123|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3731|TUIKUAL HAND PUMP|MIZORAM|22|22|6.4|6.4|555|555|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3727|TUITHANG VENG, TUIKHUR|MIZORAM|18|22|7|7.5|233|491|1.2|1.9|-|-|-|-|-|-|-|-|-|-|-|-
4129|TUIVAMIT TUIKHUR, AOC VENG, LAWNGTLAI (SPRING)|MIZORAM|19|21|7|7.6|119|159|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3737|VAITUI TUIKHUR,THEIRIAT, LUNGLEI|MIZORAM|18|21|6.3|7.3|139|453|-|-|-|-|-|-|-|-|-|-|-|-|-|-
3739|ZOBAWK VENG HAND PUMP, LUNGLEI|MIZORAM|18|21|7|7|287|298|-|-|-|-|-|-|-|-|-|-|-|-|-|-
2899|BOREWELL AT DHANSIRIPAR, DHANSIRIPAR DIVISION,DIMAPUR|NAGALAND|26.6|28.5|7|7.5|239|252|-|-|0.8|0.8|-|-|-|-|125|126|0.2|0.2|0.001|0.001
2897|BOREWELL AT KAMDI BAZAR,PEREN|NAGALAND|17.8|29|6.5|6.5|237|243|-|-|0.9|1|-|-|-|-|125|142|0.2|0.2|0.001|0.001
2896|BOREWELL AT KOHIMA VILLAGE IN KOHIMA|NAGALAND|17.8|22.3|6|6.6|669|788|-|-|1.1|2.1|-|-|-|-|73|169|0.2|0.2|0.001|0.001
2905|BOREWELL AT SIGNAL POINT,DIMAPUR|NAGALAND|24|32.1|6.4|7.1|232|234|-|-|1.1|1.8|-|-|-|-|116|200|0.2|0.2|0.001|0.001
2902|BOREWELL AT THAHEKHU VILLAGE, DIMAPUR|NAGALAND|23.7|31.6|7.3|7.8|369|434|-|-|1|2.6|-|-|-|-|180|188|0.2|0.2|0.001|0.001
2898|OPENWELL AT DOYAPURDHANSIRIPAR DIVISION, DIMAPUR|NAGALAND|25.3|29|2|5.2|168|184|-|-|1.9|3.3|-|-|-|-|80|88|0.2|0.2|0.001|0.001
2901|OPENWELL AT LUNGWIRAMVILLAGE, DIMAPUR|NAGALAND|27.3|31.6|6|6.5|186|313|-|-|1|2.5|-|-|-|-|103|155|0.2|0.2|0.001|0.001
2904|OPENWELL AT NAGA CEMETERY,DIMAPUR|NAGALAND|25.2|32.7|6|7|736|920|-|-|2|28|-|-|-|-|360|460|0.2|0.2|0.001|0.001
2903|OPENWELL AT SIGNAL ANGAMIVILLAGE, DIMAPUR|NAGALAND|26.8|31.3|6.5|7.5|726|1349|-|-|1.3|1.8|-|-|-|-|93|410|0.2|0.2|0.001|0.001
2900|OPENWELL AT TOULAZOUMAVILLAGE, DIMAPUR|NAGALAND|25.9|28.7|5.5|6|201|207|-|-|1.6|2|-|-|-|-|110|117|0.2|0.2|0.001|0.001
3971|ANGUL TOWNSHIP|ODISHA|23|24|7.1|7.2|731|1178|1|1|0.8|31.7|2|2|2|2|-|-|0.2|0.3|-|-
4895|BADACHINDRI, KORAPUT|ODISHA|19|23|6.5|7.4|242|704|1|1|0.3|0.7|2|2|2|2|-|-|0.2|0.2|-|-
3982|BADAMANI INDUSTRIAL ESTATE,JHARSUGUDA|ODISHA|29|29|6.3|7|113|174|1|1|0.5|2.1|2|2|2|2|-|-|0.2|0.7|-|-
1647|BADAMBARI AREA, CUTTACK|ODISHA|25|26|6.9|6.9|305|456|1|1|0.3|1.1|2|2|2|2|-|-|0.2|0.4|-|-
3988|BADAPADIA MARKET COMPLEX,PARADEEP|ODISHA|31|32.8|8.4|8.5|882|1679|1|1|0.3|1|2|2|2|2|-|-|1.2|1.3|-|-
4870|BALDA BLOCK IRON ORE MINES OF M/S SIRAJUDDIN & CO. (NEAR TIME OFFICE INSIDE THEMINE LEASEHOLD AREA)|ODISHA|22|23|6.2|6.5|96|104|1|1|1|1.1|2|2|2|2|-|-|0.2|0.2|-|-
3978|BANARPAL, TALCHER|ODISHA|23|24|7|7.2|946|1202|1|1|1.2|13.1|2|2|2|2|-|-|0.3|0.4|-|-
3987|BELPAHAR AREA, JHARSUGUDA|ODISHA|27|28|5.2|6.6|238|309|1|1|0.3|11.3|2|2|2|2|-|-|0.2|1.1|-|-
1646|BIDANASHI - TULASIPUR AREA, CUTTACK|ODISHA|26|26|6.8|7.1|157|282|1|1|0.6|1.1|2|2|2|2|-|-|0.2|0.2|-|-
3984|BRAJARAJ NAGAR MINING BELT,JHARSUGUDA|ODISHA|28|29|5.3|7.1|101|198|1|1.1|0.7|0.8|2|2|2|2|-|-|0.3|0.7|-|-
3983|BUDHIPADAR, JHARSUGUDA|ODISHA|28|29|6.5|6.8|180|181|1|1.1|0.4|9.5|2|2|2|2|-|-|0.2|1.3|-|-
3981|BURKHAMUNDA, JHARSUGUDA|ODISHA|29|29|7.2|8.3|163|198|1|1|0.5|3.9|2|2|2|2|-|-|0.3|1.2|-|-
1650|CAPITAL HOSPITAL AREA,BHUBANESWAR|ODISHA|27|29|5.7|6.2|207|210|1|1|0.7|1.2|2|2|2|2|-|-|0.2|0.3|-|-
3994|CHAKULIA, BALASORE|ODISHA|25|26|6.6|6.8|359|424|1|1|1.3|2|2|490|2|2200|-|-|0.2|0.8|-|-
4875|COLLECTOR OFFICE PREMISES|ODISHA|24|25|7.3|7.5|344|375|1|1|0.3|0.6|2|2|2|2|-|-|0.3|0.8|-|-
4873|DDM OFFICE, KOIRA PREMISES|ODISHA|24|24|6.8|7.2|113|175|1|1|0.3|1.3|2|2|2|2|-|-|0.2|7.6|-|-
4868|DHANGIDIMUTA VILLAGE (BASTI SAHI) NEAR CATCH POND OF MINE RUN-OFF WATER NEARBADAPAHAR MINING AREA|ODISHA|25|26|6.6|6.8|229|267|1|1|1.9|2.9|2|11|2|33|-|-|0.2|0.2|-|-
4867|DHANGIDIMUTA VILLAGE(KUSUMI GP OFFICE NEAR BADAMPAHAR MINING AREA|ODISHA|25|26|6.8|6.9|155|183|1|1|0.3|0.6|2|2|2|2|-|-|0.2|0.2|-|-
4864|DHENKANAL DAILY MARKET AREA|ODISHA|24|24|6.9|7.1|418|485|1|1.5|0.7|0.9|2|2|2|2|-|-|0.2|0.4|-|-
4891|DISTRICT HEAD QUARTERHOSPITAL CAMPUS|ODISHA|24|26|7.3|7.7|549|810|1|1.1|0.7|1|2|2|2|2|-|-|0.5|0.5|-|-
4865|DISTRICT HEAD QUARTERHOSPITAL PREMISES|ODISHA|25|28|7|7.2|285|351|1|1|0.7|0.7|2|2|2|2|-|-|0.5|0.7|-|-
4898|GABRALGUDA|ODISHA|18|22|6.5|6.8|163|276|1|1|0.9|1.3|2|2|2|2|-|-|0.2|0.2|-|-
4899|GOSALPADA COLONY (WARDNO. 7), BHAWANIPATNA|ODISHA|17|24|6.9|7.1|705|762|1|1|0.7|1.1|2|2|2|2|-|-|0.4|0.5|-|-
4876|GOVT. MODEL DEGREE COLLAGEPREMISES|ODISHA|24|25|6.9|7.6|221|436|1|1|0.3|0.4|2|2|2|2|-|-|0.2|0.5|-|-
4903|HAZARIBAGICHA PRIMARYSCHOOL, HAZARIBAGICHA, KENDAPARA|ODISHA|31|33|7.7|8|661|895|1|1.1|0.3|0.4|2|2|2|2|-|-|0.2|0.8|-|-
1657|HOSPITAL - BUS STAND-MAUSHIMA TEMPLE AREA, PURI|ODISHA|27|29|7.4|7.8|999|1089|1|1.2|0.6|0.7|2|2|2|2|-|-|0.2|0.2|-|-
3986|IB THERMAL POWER STATION,JHARSUGUDA|ODISHA|28|29|6|6.5|76|128|1|1.3|0.3|0.5|2|2|2|2|-|-|0.2|0.6|-|-
4863|INSIDE GAJMARA UP SCHOOL,GAJAMARA, DHENKANAL|ODISHA|24|24|6.5|7|214|418|1|1.1|0.7|0.9|2|2|2|2|-|-|0.2|0.4|-|-
4881|INSIDE THE PREMISES OF DISTRICT HEAD QUARTERHOSPITAL, NAYAGARH|ODISHA|30|30|6|7.4|550|1060|1|1.2|0.9|1.7|2|2|2|2|-|-|0.2|1.2|-|-
4877|INSIDE THE PREMISES OF DISTRICT HEAD QUARTERHOSPITAL, PARALAKHEMUNDI|ODISHA|17|31|7.1|7.3|408|593|1|1|0.4|12.1|2|2|2|2|-|-|0.5|0.5|-|-
4879|INSIDE THE PREMISES OFDISTRICT HEAD QUARTER HOSPITAL, PHULBANI|ODISHA|29|30|6.5|7.4|397|520|1|1|1.1|1.2|2|2|2|2|-|-|0.3|0.3|-|-
4896|JAGANNATH TEMPLE, KORAPUT|ODISHA|19|23|7|7.4|205|318|1|1|0.5|0.6|2|11|2|27|-|-|0.2|0.2|-|-
1644|JAGATPUR INDUSTRIAL AREA, CUTTACK|ODISHA|27|30|6|6.7|550|564|1|1|1.1|1.7|2|2|2|2|-|-|0.2|0.3|-|-
4869|JODA WEST MANGANESE MINEOF M/S TATA STEEL LTD. (BICHHAKUNDI COLONY), JODA|ODISHA|22|23|5.4|7.1|93|136|1|1|0.9|1|2|2|2|2|-|-|0.2|0.5|-|-
3992|KALIAPANI, SUKINDA|ODISHA|21|22|6.6|7.3|208|291|1|1|0.9|1|2|2|2|2|-|-|0.2|0.3|-|-
1652|KALPNA - LAXMINAGAR AREA, BHUBANESWAR|ODISHA|27|29|5.7|6.3|330|541|1|1|0.4|1.5|2|2|2|2|-|-|0.2|0.2|-|-
3993|KAMARDA, SUKINDA|ODISHA|21|22|6.5|7.3|266|286|1|1|0.7|3.9|2|2|2|2|-|-|0.2|0.3|-|-
3974|KANIHA, TALCHER|ODISHA|23|24|7.3|7.5|222|402|1|1|0.7|1.2|2|2|2|2|-|-|0.2|0.3|-|-
4894|KASTURI NAGAR, RAYAGADA|ODISHA|18|23|7|7.1|260|308|1|1|1|1.4|2|2|2|2|-|-|0.2|0.4|-|-
1649|KHANDAGIRI AREA,BHUBANESWAR|ODISHA|28|29|5.6|5.8|270|820|1|1.2|0.3|1.1|2|2|2|2|-|-|0.2|0.2|-|-
3995|KUANRPUR, BALASORE|ODISHA|25|26|6.6|7.3|36|287|1|1|0.7|0.7|2|2|2|2|-|-|4.9|6.1|-|-
3979|KULAD, TALCHER|ODISHA|23|24|7.4|8.1|428|797|1|1|0.3|0.6|2|2|2|2|-|-|1|1|-|-
1645|MADHUPATNA- KALYAN NAGAR AREA, CUTTACK|ODISHA|26|26|6.5|6.7|350|397|1|1|0.6|0.6|2|2|2|2|-|-|0.2|0.2|-|-
3973|MAHANADI COAL FIELD AREA,TALCHER|ODISHA|23|23|7.2|7.2|290|290|1|1|1.3|1.3|2|2|2|2|-|-|21.7|21.7|-|-
1653|MANCHESWAR INDUSTRIAL AREA, BHUBANESWAR /CHANDRASHEKHARPUR|ODISHA|27.5|28|5.7|6|207|228|1|1.7|0.3|1.4|2|2|2|2|-|-|0.2|0.2|-|-
4862|MARKET COMPLEX, COURT CHHAK, KHADIA ROAD,KENDAPARA|ODISHA|31|33|6.9|7.6|720|807|1|1|0.6|1|2|2|2|2|-|-|0.4|0.9|-|-
3976|MERAMUNDALI AREA, TALCHER|ODISHA|22|24|7.6|7.7|866|1269|1|1|0.9|1.6|2|2|2|2|-|-|0.4|0.7|-|-
3989|MUSADIHA, PARADEEP|ODISHA|31|33.3|8.2|8.2|314|1908|1|1|0.3|0.7|2|2|2|2|-|-|0.5|1.2|-|-
4901|MV-43, MALKANIGIRI|ODISHA|20|24|6.8|7|446|633|1|1|0.8|1|2|2|2|2|-|-|0.2|0.3|-|-
3996|NAIGOPALPUR, BALASORE|ODISHA|26|27|6.8|7.4|114|1089|1|1|0.7|0.7|2|2|2|2|-|-|0.2|0.2|-|-
3972|NALCO TOWNSHIP, TALCHER|ODISHA|23|24|7.4|7.7|571|609|1|1|1|1.5|2|2|2|2|-|-|0.5|0.6|-|-
3966|NEAR BADABAZAR, BERHAMPUR|ODISHA|29|31|6.9|7.1|854|908|1|1|1|36.2|2|2|2|2|-|-|0.2|0.2|-|-
4883|NEAR BARGARH GOVT.HOSPITAL|ODISHA|24|25|7.1|7.5|608|644|1|1|1.4|1.6|2|2|2|2|-|-|0.4|0.6|-|-
4887|NEAR BOLANGIR MEDICALCOLLEGE|ODISHA|23|27|7.4|7.5|181|1083|1|1|0.8|1.2|2|2|2|2|-|-|0.2|0.3|-|-
3965|NEAR BUS STAND, BERHAMPUR|ODISHA|30|31|7.4|7.4|720|1047|1|1|0.7|4.2|2|2|2|2|-|-|0.5|0.6|-|-
4890|NEAR BUTUPALLI CHHAK,MAULISINGHA ROAD|ODISHA|25|28|7.3|7.7|922|2135|1|1|0.7|2|2|2|2|2|-|-|0.3|0.3|-|-
4884|NEAR GANAPATI GOVT.HOSPITAL|ODISHA|24|26|6.8|7|1010|3217|1|1|1|1.3|2|2|2|2|-|-|0.3|0.3|-|-
4892|NEAR GUNDICHA TEMPLE AT TENTEL GHAT, SONEPUR|ODISHA|24|27|7.4|7.6|526|682|1|1|0.6|0.8|2|2|2|2|-|-|0.4|0.4|-|-
1656|NEAR JAGANNATH TEMPLE,PURI|ODISHA|27|29|7.4|7.6|1134|1272|1|1|1.2|1.4|2|2|2|2|-|-|0.2|0.2|-|-
1658|NEAR KUSHABHADRA, PURI|ODISHA|30|30.3|8|8.4|623|41840|1|1|0.3|0.3|2|2|2|2|-|-|0.2|0.9|-|-
3964|NEAR MKCG MEDICAL COLLEGE, BERHAMPUR|ODISHA|30|31|7.7|7.9|527|968|1|1|0.8|0.9|2|2|2|2|-|-|0.9|0.9|-|-
4886|NEAR NILASAILA NAGAR (BACKSIDE OF VETERINARYOFFICE|ODISHA|23|26|7.1|7.3|325|480|1|1|0.4|1.3|2|2|2|2|-|-|0.2|0.2|-|-
4885|NEAR NUAPADA GOVT.HOSPITAL|ODISHA|24|27|7.1|7.5|421|549|1|1|0.7|1.3|2|2|2|2|-|-|0.3|0.3|-|-
3970|NEAR PANTHANIVAS,SAMBALPUR|ODISHA|24|27|6.3|7.1|257|347|1|1|0.4|2.5|2|2|2|2|-|-|0.2|0.2|-|-
3967|NEAR RAILWAY STATION STAND,BERHAMPUR|ODISHA|30|32|7.1|7.2|517|647|1|1|1.6|15.8|2|2|2|2|-|-|0.2|0.3|-|-
3969|NEAR RAILWAY STATION, SAMBALPUR|ODISHA|24|29|7|7.4|1407|2473|1|1|1.4|31.6|2|2|2|5|-|-|0.3|0.4|-|-
1655|NEAR SEA BEACH, PURI|ODISHA|29|29|8|8|1584|1584|1|1|5.1|5.1|-|-|-|-|-|-|0.2|0.2|-|-
4878|NEAR SOLID WASTE DISPOSALSITE OF GAJAPATI MUNICIPALITY AT RELLY SAHI|ODISHA|16|31|7.1|7.3|450|973|1|1|15.8|26.2|2|2|2|2|-|-|0.8|0.9|-|-
4882|NEAR SOLID WASTE DISPOSALSITE OF NAYAGARH NAC AT BHALUKHOLA VILLAGE|ODISHA|30|30|6.1|7.8|146|1249|1|1.2|2.4|9.9|2|2|2|2|-|-|0.2|1.1|-|-
4880|NEAR SOLID WASTE DISPOSAL SITE OF PHULBANIMUNICIPALITY AT DADA PUJA MOUZA|ODISHA|29|31|6.8|7.4|156|816|1|1|1|1.3|2|2|2|2|-|-|0.2|1.4|-|-
4888|NEAR SUDPADA POST OFFICE|ODISHA|24|28|7.1|7.2|1787|2339|1|1|0.4|0.8|2|23|2|49|-|-|0.3|0.4|-|-
4889|NEAR TOWN GIRLS PRIMARY SCHOOL AND IN FRONT OF HEADPOST OFFICE|ODISHA|24|27|7.3|7.6|998|2136|1|1.1|0.8|1|2|2|2|2|-|-|0.2|0.3|-|-
3968|NEAR VSS MEDICAL COLLEGE,BURLA, SAMBALPUR|ODISHA|24|30|7|7.5|513|710|1|1|0.7|1.3|2|2|2|2|-|-|0.5|0.8|-|-
1651|OLD TOWN- SAMANTARAAIPURAREA, BHUBANESWAR|ODISHA|28|29|5.8|6.5|405|409|1|1.5|0.4|0.7|2|2|2|2|-|-|0.4|0.5|-|-
3985|RAMPUR AREA (WATER TANK),JHARSUGUDA|ODISHA|28|28|6.6|6.8|138|312|1|1|0.3|1.1|2|2|2|2|-|-|0.3|0.8|-|-
1648|RANIHAT- MANGALABAGHAREA, CUTTACK|ODISHA|26|26|7|7|176|220|1|1|0.3|1.3|2|2|2|2|-|-|0.2|0.5|-|-
4871|ROIDA-II IRON ORE MINES OF M/S K N RAM & CO., TANTO,BHADRASAHI, BARBIL|ODISHA|22|23|5.5|5.7|96|98|1|1|0.7|1.2|2|2|2|2|-|-|0.2|0.2|-|-
4866|SALANDI HOSPITAL PREMISES NEAR UNAUTHORISED GARBAGE DISPOSAL SITE BY THE SIDE OFNH|ODISHA|25|27|7.2|7.3|355|496|1|1|1.2|1.4|2|2|2|2|10|10|0.7|0.8|-|-
3991|SARUABIL, SUKINDA|ODISHA|22|22|6.9|7.3|214|275|1|1.2|0.9|1.7|2|2|2|2|-|-|0.2|0.3|-|-
1654|SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA,BHUBANESWAR|ODISHA|28|29|5.6|6|322|376|1|1|0.5|1|2|2|2|2|-|-|0.2|0.3|-|-
4900|SITABUDIPARA (IRRIGATIONCOLONY, WARD NO. 17), BHAWANIPATNA|ODISHA|17|24|6.9|7.3|702|841|1|1|1.3|1.5|2|2|2|2|-|-|0.2|0.3|-|-
3977|TALCHER THERMAL AREA|ODISHA|23|24|7.2|7.4|729|817|1|1|0.3|1.3|2|2|2|2|-|-|0.4|0.9|-|-
3975|TALCHER TOWN|ODISHA|23|24|7.1|7.2|279|282|1|1.2|0.7|1.2|2|2|2|2|-|-|0.2|0.2|-|-
4902|TEKBADI OF NETAJI NAGAR,MALKANIGIRI|ODISHA|20|23|6.7|6.9|691|1115|1|1|0.9|1.1|2|2|2|2|-|-|0.2|0.3|-|-
4874|TENSA RESIDENTIAL AREA,KOIRA|ODISHA|24|25|6.6|7.1|160|485|1|1|0.4|0.7|2|2|2|2|-|-|0.2|0.6|-|-
4872|THAKURANI IRON ORE MINES OFM/S KAYPEE ENTERPRISES NEAR VT CENTRE, BARBIL|ODISHA|22|24|5.5|6.4|109|151|1|1|1|1.2|2|2|2|2|-|-|0.2|0.8|-|-
3990|TISCO, SUKINDA|ODISHA|21|22|7.2|7.2|288|302|1|1|1.1|1.4|2|2|2|2|-|-|0.2|0.3|-|-
4897|TOTAGUDA|ODISHA|18|22|6.4|6.6|333|649|1|1|1.2|1.7|2|2|2|2|-|-|0.2|0.2|-|-
4893|WITNIN THE PREMISES OF BURDELLA PULLAMA TEMPLE,RAYAGADA|ODISHA|17|23|6.8|6.9|705|1876|1|1|0.7|1|2|2|2|2|-|-|0.2|0.2|-|-
4632|MADUKARAI|PUDUCHERRY|30|30|7.1|7.6|1190|1759|1|1|7.3|8.8|-|-|-|-|671|1154|-|-|0.001|0.001
4633|PANITHITTU|PUDUCHERRY|32|33|6.6|6.9|461|711|1|1|0.3|0.3|-|-|-|-|385|437|-|-|0.001|0.001
4631|THIRUKKANUR|PUDUCHERRY|30|30|7.1|7.7|1076|1784|1|1|3|3.06|-|-|-|-|749|769|-|-|0.001|0.001
3884|WELL AT CHEVALIER SELLANE GOVERNMENT HIGH SECONDARY SCHOOL, KALAPET|PUDUCHERRY|29|31|6.8|7.2|1055|1354|1|1|7.67|11.3|-|-|-|-|676|939|-|-|0.001|0.001
